game_id,game_date,home_team,away_team,home_score,away_score,margin,closing_spread,home_ortg_10,home_drtg_10,home_net_rtg_10,home_pace_10,home_win_pct_10,home_rest_days,home_b2b,away_ortg_10,away_drtg_10,away_net_rtg_10,away_pace_10,away_win_pct_10,away_rest_days,away_b2b
0022300114,2023-10-31,LAC,ORL,118,102,16,,120.5,104.0,16.5,100.0,0.75,2,0,105.75,101.75,4.0,100.0,0.5,1,1
0022300115,2023-11-01,DET,POR,101,110,-9,,108.8,107.6,1.2000000000000028,100.0,0.4,2,0,103.0,108.6,-5.599999999999994,100.0,0.4,2,0
0022300116,2023-11-01,TOR,MIL,130,111,19,,105.6,104.4,1.1999999999999886,100.0,0.4,2,0,115.25,122.0,-6.75,100.0,0.5,2,0
0022300117,2023-11-01,ATL,WAS,130,121,9,,122.8,117.2,5.599999999999994,100.0,0.6,2,0,115.25,126.25,-11.0,100.0,0.25,2,0
0022300118,2023-11-01,BOS,IND,155,104,51,,127.0,106.5,20.5,100.0,1.0,2,0,119.25,125.0,-5.75,100.0,0.5,2,0
0022300119,2023-11-01,MIA,BKN,105,109,-4,,104.6,111.6,-7.0,100.0,0.2,2,0,118.75,116.25,2.5,100.0,0.5,2,0
0022300120,2023-11-01,NYK,CLE,89,95,-6,,103.0,102.0,1.0,100.0,0.4,1,1,103.6,108.8,-5.200000000000003,100.0,0.4,1,1
0022300121,2023-11-01,OKC,NOP,106,110,-4,,111.4,111.8,-0.3999999999999915,100.0,0.6,2,0,104.75,106.75,-2.0,100.0,0.75,2,0
0022300122,2023-11-01,HOU,CHA,128,119,9,,107.75,116.75,-9.0,100.0,0.25,3,0,113.75,120.5,-6.75,100.0,0.25,2,0
0022300123,2023-11-01,MIN,DEN,110,89,21,,105.75,100.75,5.0,100.0,0.5,2,0,110.8,103.6,7.200000000000003,100.0,0.8,2,0
0022300124,2023-11-01,DAL,CHI,114,105,9,,122.5,113.5,9.0,100.0,1.0,2,0,105.4,112.8,-7.3999999999999915,100.0,0.4,2,0
0022300125,2023-11-01,UTA,MEM,133,109,24,,114.6,118.6,-4.0,100.0,0.4,2,0,106.6,118.0,-11.400000000000006,100.0,0.0,2,0
0022300126,2023-11-01,GSW,SAC,102,101,1,,112.8,104.0,8.799999999999997,100.0,0.8,2,0,119.25,116.25,3.0,100.0,0.5,3,0
0022300127,2023-11-01,LAL,LAC,130,125,5,,114.0,114.8,-0.7999999999999972,100.0,0.6,2,0,121.4,109.2,12.200000000000003,100.0,0.6,1,1
0022300128,2023-11-02,PHI,TOR,114,99,15,,117.75,105.5,12.25,100.0,0.75,4,0,104.5,106.0,-1.5,100.0,0.3333333333333333,1,1
0022300129,2023-11-02,NOP,DET,125,116,9,,108.8,108.6,0.20000000000000284,100.0,0.8,1,1,110.0,110.5,-0.5,100.0,0.3333333333333333,1,1
0022300130,2023-11-02,UTA,ORL,113,115,-2,,114.33333333333331,118.0,-3.6666666666666856,100.0,0.3333333333333333,1,1,107.6,104.0,3.5999999999999943,100.0,0.6,2,0
0022300131,2023-11-02,PHX,SAS,121,132,-11,,112.8,111.0,1.7999999999999972,100.0,0.4,2,0,115.0,121.2,-6.200000000000003,100.0,0.6,2,0
0022300132,2023-11-04,PHI,PHX,112,100,12,,116.6,104.4,12.199999999999989,100.0,0.8,2,0,110.66666666666669,111.16666666666669,-0.5,100.0,0.3333333333333333,2,0
0022300133,2023-11-04,IND,CHA,124,125,-1,,120.33333333333331,123.5,-3.1666666666666856,100.0,0.5,1,1,116.0,121.2,-5.200000000000003,100.0,0.4,3,0
0022300134,2023-11-04,ORL,LAL,120,101,19,,109.66666666666669,103.5,6.166666666666686,100.0,0.6666666666666666,2,0,111.83333333333331,115.66666666666669,-3.8333333333333712,100.0,0.5,3,0
0022300135,2023-11-04,NOP,ATL,105,123,-18,,108.16666666666669,111.0,-2.8333333333333144,100.0,0.6666666666666666,2,0,122.83333333333331,115.16666666666669,7.666666666666629,100.0,0.6666666666666666,3,0
0022300136,2023-11-04,BKN,BOS,114,124,-10,,116.33333333333331,116.0,0.3333333333333144,100.0,0.5,1,1,126.4,108.0,18.400000000000006,100.0,1.0,3,0
0022300137,2023-11-04,HOU,SAC,107,89,18,,107.6,111.2,-3.6000000000000085,100.0,0.4,3,0,113.2,114.4,-1.2000000000000028,100.0,0.4,3,0
0022300138,2023-11-04,MIN,UTA,123,95,28,,109.2,99.6,9.600000000000009,100.0,0.6,3,0,111.57142857142857,118.71428571428571,-7.142857142857139,100.0,0.2857142857142857,2,0
0022300139,2023-11-04,DEN,CHI,123,101,22,,114.57142857142857,104.71428571428571,9.857142857142861,100.0,0.8571428571428571,1,1,105.0,113.71428571428571,-8.714285714285708,100.0,0.2857142857142857,1,1
0022300140,2023-11-05,DET,PHX,106,120,-14,,109.42857142857143,111.85714285714286,-2.4285714285714306,100.0,0.2857142857142857,3,0,112.0,110.42857142857143,1.5714285714285694,100.0,0.42857142857142855,1,1
0022300141,2023-11-05,SAS,TOR,116,123,-7,,115.16666666666669,121.5,-6.333333333333314,100.0,0.5,3,0,107.14285714285714,107.42857142857143,-0.2857142857142918,100.0,0.42857142857142855,3,0
0022300142,2023-11-05,CLE,GSW,115,104,11,,107.0,109.85714285714286,-2.857142857142861,100.0,0.42857142857142855,2,0,115.57142857142857,110.57142857142857,5.0,100.0,0.7142857142857143,2,0
0022300143,2023-11-05,DAL,CHA,124,118,6,,121.33333333333331,116.16666666666669,5.166666666666629,100.0,0.8333333333333334,2,0,116.33333333333331,121.66666666666669,-5.333333333333371,100.0,0.3333333333333333,1,1
0022300144,2023-11-05,POR,MEM,100,112,-12,,104.28571428571429,109.71428571428571,-5.428571428571416,100.0,0.42857142857142855,2,0,108.28571428571429,115.0,-6.714285714285708,100.0,0.14285714285714285,2,0
0022300145,2023-11-06,DET,GSW,109,120,-11,,109.375,112.875,-3.5,100.0,0.25,1,1,116.125,110.375,5.75,100.0,0.75,1,1
0022300146,2023-11-06,IND,SAS,152,111,41,,124.85714285714286,121.71428571428571,3.142857142857153,100.0,0.5714285714285714,2,0,114.57142857142857,125.85714285714286,-11.285714285714292,100.0,0.42857142857142855,1,1
0022300147,2023-11-06,ORL,DAL,102,117,-15,,108.57142857142857,105.42857142857143,3.142857142857139,100.0,0.5714285714285714,2,0,120.71428571428571,114.14285714285714,6.571428571428569,100.0,0.8571428571428571,1,1
0022300148,2023-11-06,PHI,WAS,146,128,18,,121.5,108.33333333333331,13.166666666666686,100.0,0.8333333333333334,2,0,117.16666666666669,128.66666666666666,-11.499999999999972,100.0,0.16666666666666666,3,0
